2024-05-07 13:33:41,466 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-07 13:33:41,507 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-07 13:33:41,509 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-05-07 13:33:41,509 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-05-07 13:33:41,512 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-07 13:33:41,513 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-07 13:33:41,514 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-07 13:33:41,515 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-07 13:33:41,518 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-07 13:33:41,519 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-07 13:33:41,520 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-07 13:33:41,523 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-07 14:00:58,318 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-05-07 14:00:58,319 INFO  SwAddin.cs: 299 - Save is required
2024-05-07 14:00:58,320 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-07 14:00:58,546 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-07 14:00:58,586 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-05-07 14:00:58,592 INFO  ExportHelperExtension.cs: 1136 - Found 50 in Assem1
2024-05-07 14:00:58,593 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem1
2024-05-07 14:00:58,593 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-07 14:00:58,595 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-05-07 14:00:58,597 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base-1
2024-05-07 14:00:58,598 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Base-1
2024-05-07 14:00:58,599 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base-1
2024-05-07 14:00:58,600 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_4-1
2024-05-07 14:00:58,601 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Link_4-1
2024-05-07 14:00:58,602 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_4-1
2024-05-07 14:00:58,603 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_5-1
2024-05-07 14:00:58,604 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Link_5-1
2024-05-07 14:00:58,605 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_5-1
2024-05-07 14:00:58,606 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_2-1
2024-05-07 14:00:58,606 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Link_2-1
